date,pm25,pm10,o3,no2,so2,co
2021-06-13,103.0,71.0,114.0,11.0,1.0,10.0
2021-06-14,118.0,30.0,40.0,7.0,1.0,9.0
2021-06-15,75.0,41.0,96.0,7.0,,6.0
2021-06-16,77.0,34.0,30.0,10.0,,6.0
2021-06-17,68.0,20.0,43.0,8.0,,3.0
2021-06-18,40.0,27.0,38.0,11.0,1.0,2.0
2021-06-19,27.0,35.0,42.0,15.0,,3.0
2021-06-20,39.0,30.0,48.0,13.0,,2.0
2021-06-21,47.0,65.0,96.0,14.0,1.0,5.0
2021-06-22,73.0,38.0,91.0,10.0,1.0,4.0
2021-06-23,58.0,34.0,51.0,12.0,,4.0
2021-06-24,71.0,47.0,80.0,18.0,,5.0
2021-06-25,80.0,57.0,81.0,12.0,1.0,8.0
2021-06-26,107.0,43.0,69.0,8.0,2.0,6.0
2021-06-27,86.0,47.0,105.0,9.0,1.0,7.0
2021-06-28,83.0,47.0,97.0,10.0,,7.0
2021-06-29,97.0,40.0,48.0,7.0,1.0,5.0
2021-06-30,84.0,29.0,88.0,5.0,,5.0
2021-07-01,62.0,28.0,67.0,8.0,,4.0
2021-01-05,55.0,30.0,21.0,11.0,1.0,3.0
2021-01-06,52.0,65.0,24.0,5.0,1.0,2.0
2021-01-07,54.0,31.0,25.0,7.0,1.0,5.0
2021-01-08,44.0,29.0,26.0,5.0,1.0,1.0
2021-01-09,40.0,36.0,29.0,7.0,1.0,1.0
2021-01-10,43.0,23.0,27.0,7.0,1.0,1.0
2021-01-11,38.0,55.0,25.0,11.0,2.0,2.0
2021-01-12,73.0,99.0,9.0,28.0,2.0,7.0
2021-01-13,124.0,184.0,28.0,16.0,1.0,5.0
2021-01-14,140.0,74.0,14.0,17.0,3.0,9.0
2021-01-15,133.0,97.0,30.0,10.0,1.0,4.0
2021-01-16,113.0,31.0,29.0,6.0,1.0,1.0
2021-01-17,45.0,49.0,21.0,10.0,1.0,2.0
2021-01-18,64.0,56.0,24.0,13.0,1.0,3.0
2021-01-19,68.0,49.0,17.0,15.0,1.0,5.0
2021-01-20,98.0,56.0,18.0,17.0,2.0,7.0
2021-01-21,139.0,74.0,9.0,31.0,3.0,11.0
2021-01-22,165.0,77.0,14.0,25.0,5.0,11.0
2021-01-23,154.0,68.0,14.0,27.0,2.0,11.0
2021-01-24,149.0,77.0,16.0,30.0,2.0,12.0
2021-01-25,173.0,89.0,2.0,37.0,,14.0
2021-01-26,191.0,65.0,27.0,21.0,1.0,10.0
2021-01-27,161.0,58.0,28.0,21.0,2.0,8.0
2021-01-28,104.0,51.0,32.0,4.0,,1.0
2021-01-29,41.0,55.0,15.0,19.0,1.0,5.0
2021-01-30,80.0,67.0,18.0,24.0,3.0,8.0
2021-01-31,118.0,64.0,14.0,14.0,1.0,9.0
2021-02-01,152.0,43.0,29.0,8.0,1.0,3.0
2021-02-02,62.0,38.0,26.0,8.0,1.0,3.0
2021-02-03,59.0,51.0,30.0,15.0,1.0,5.0
2021-02-04,70.0,58.0,25.0,17.0,2.0,5.0
2021-02-05,115.0,65.0,22.0,28.0,3.0,9.0
2021-02-06,142.0,88.0,34.0,16.0,2.0,5.0
2021-02-07,106.0,44.0,32.0,7.0,1.0,3.0
2021-02-08,80.0,45.0,31.0,15.0,1.0,4.0
2021-02-09,109.0,67.0,34.0,24.0,2.0,8.0
2021-02-10,161.0,70.0,44.0,23.0,4.0,10.0
2021-02-11,169.0,100.0,35.0,25.0,4.0,17.0
2021-02-12,239.0,139.0,50.0,17.0,5.0,15.0
2021-02-13,273.0,132.0,13.0,21.0,2.0,22.0
2021-02-14,259.0,133.0,35.0,12.0,,13.0
2021-02-15,165.0,46.0,33.0,4.0,,2.0
2021-02-16,46.0,34.0,34.0,1.0,1.0,1.0
2021-02-17,36.0,16.0,31.0,4.0,,1.0
2021-02-18,39.0,36.0,24.0,13.0,2.0,5.0
2021-02-19,88.0,56.0,26.0,28.0,2.0,9.0
2021-02-20,130.0,75.0,22.0,34.0,2.0,10.0
2021-02-21,132.0,121.0,32.0,23.0,3.0,8.0
2021-02-22,146.0,57.0,35.0,9.0,2.0,3.0
2021-02-23,85.0,48.0,23.0,10.0,,4.0
2021-02-24,83.0,47.0,24.0,15.0,1.0,7.0
2021-02-25,122.0,70.0,34.0,21.0,1.0,9.0
2021-02-26,166.0,93.0,46.0,25.0,2.0,13.0
2021-02-27,194.0,71.0,48.0,20.0,3.0,9.0
2021-02-28,180.0,83.0,23.0,25.0,1.0,9.0
2021-03-01,169.0,23.0,30.0,8.0,1.0,3.0
2021-03-02,77.0,66.0,17.0,10.0,,6.0
2021-03-03,144.0,65.0,13.0,23.0,,9.0
2021-03-04,184.0,96.0,16.0,28.0,,12.0
2021-03-05,209.0,48.0,21.0,24.0,1.0,12.0
2021-03-06,179.0,47.0,22.0,13.0,1.0,4.0
2021-03-07,76.0,62.0,22.0,20.0,,5.0
2021-03-08,135.0,67.0,25.0,29.0,1.0,7.0
2021-03-09,163.0,84.0,36.0,31.0,2.0,9.0
2021-03-10,201.0,,41.0,38.0,2.0,12.0
2021-03-11,242.0,66.0,43.0,23.0,1.0,7.0
2021-03-12,180.0,,26.0,20.0,,8.0
2021-03-13,180.0,,39.0,18.0,1.0,9.0
2021-03-14,183.0,100.0,24.0,31.0,,9.0
2021-03-15,200.0,886.0,30.0,10.0,,3.0
2021-03-16,301.0,142.0,29.0,10.0,,3.0
2021-03-17,97.0,191.0,17.0,26.0,2.0,5.0
2021-03-18,150.0,96.0,27.0,19.0,2.0,6.0
2021-03-19,149.0,68.0,24.0,19.0,1.0,7.0
2021-03-20,155.0,68.0,32.0,10.0,,4.0
2021-03-21,96.0,32.0,33.0,7.0,,1.0
2021-03-22,37.0,148.0,32.0,16.0,1.0,2.0
2021-03-23,93.0,92.0,35.0,25.0,2.0,4.0
2021-03-24,121.0,119.0,37.0,20.0,1.0,3.0
2021-03-25,126.0,87.0,51.0,26.0,2.0,4.0
2021-03-26,132.0,115.0,11.0,50.0,1.0,10.0
2021-03-27,208.0,86.0,38.0,26.0,,10.0
2021-03-28,206.0,539.0,35.0,13.0,,5.0
2021-03-29,207.0,98.0,33.0,11.0,,1.0
2021-03-30,71.0,167.0,41.0,23.0,2.0,4.0
2021-03-31,140.0,123.0,38.0,25.0,1.0,5.0
2021-04-01,129.0,115.0,47.0,26.0,5.0,11.0
2020-10-02,134.0,21.0,24.0,6.0,,1.0
2020-10-03,29.0,40.0,31.0,15.0,3.0,4.0
2020-10-04,76.0,16.0,21.0,4.0,,1.0
2020-10-05,26.0,18.0,25.0,10.0,,1.0
2020-10-06,31.0,46.0,26.0,18.0,2.0,4.0
2020-10-07,86.0,72.0,28.0,29.0,2.0,8.0
2020-10-08,150.0,72.0,14.0,36.0,1.0,8.0
2020-10-09,164.0,84.0,40.0,37.0,1.0,9.0
2020-10-10,179.0,79.0,61.0,25.0,1.0,9.0
2020-10-11,197.0,25.0,25.0,12.0,,4.0
2020-10-12,85.0,26.0,22.0,12.0,,1.0
2020-10-13,41.0,39.0,28.0,16.0,1.0,2.0
2020-10-14,55.0,35.0,16.0,15.0,2.0,4.0
2020-10-15,41.0,58.0,15.0,23.0,1.0,7.0
2020-10-16,112.0,23.0,26.0,14.0,,3.0
2020-10-17,58.0,48.0,24.0,20.0,1.0,3.0
2020-10-18,63.0,62.0,25.0,26.0,2.0,6.0
2020-10-19,96.0,70.0,25.0,29.0,1.0,9.0
2020-10-20,136.0,96.0,14.0,41.0,1.0,10.0
2020-10-21,191.0,107.0,25.0,13.0,,3.0
2020-10-22,107.0,52.0,25.0,11.0,,2.0
2020-10-23,48.0,29.0,27.0,12.0,,2.0
2020-10-24,39.0,59.0,25.0,22.0,2.0,5.0
2020-10-25,92.0,97.0,23.0,39.0,3.0,9.0
2020-10-26,168.0,93.0,30.0,32.0,2.0,8.0
2020-10-27,160.0,43.0,24.0,11.0,1.0,2.0
2020-10-28,36.0,49.0,20.0,22.0,1.0,3.0
2020-10-29,64.0,70.0,15.0,30.0,1.0,6.0
2020-10-30,114.0,65.0,27.0,26.0,1.0,6.0
2020-10-31,142.0,149.0,21.0,27.0,,5.0
2020-11-01,163.0,57.0,24.0,10.0,,2.0
2020-11-02,58.0,46.0,23.0,10.0,,2.0
2020-11-03,35.0,34.0,19.0,16.0,,2.0
2020-11-04,49.0,72.0,6.0,33.0,2.0,7.0
2020-11-05,121.0,99.0,9.0,46.0,2.0,12.0
2020-11-06,176.0,98.0,25.0,35.0,,9.0
2020-11-07,152.0,97.0,26.0,12.0,1.0,5.0
2020-11-08,90.0,36.0,20.0,13.0,1.0,3.0
2020-11-09,50.0,50.0,16.0,24.0,1.0,5.0
2020-11-10,77.0,65.0,13.0,29.0,2.0,8.0
2020-11-11,115.0,115.0,4.0,54.0,4.0,14.0
2020-11-12,193.0,86.0,22.0,35.0,2.0,10.0
2020-11-13,144.0,45.0,18.0,21.0,2.0,5.0
2020-11-14,67.0,74.0,2.0,33.0,1.0,9.0
2020-11-15,133.0,79.0,11.0,33.0,2.0,13.0
2020-11-16,170.0,88.0,9.0,36.0,4.0,16.0
2020-11-17,179.0,93.0,5.0,23.0,1.0,17.0
2020-11-18,182.0,,16.0,15.0,,11.0
2020-11-19,111.0,16.0,20.0,7.0,,3.0
2020-11-20,41.0,20.0,23.0,10.0,,2.0
2020-11-21,41.0,58.0,20.0,21.0,,5.0
2020-11-22,93.0,15.0,21.0,5.0,,2.0
2020-11-23,43.0,29.0,18.0,13.0,2.0,3.0
2020-11-24,55.0,42.0,11.0,24.0,2.0,4.0
2020-11-25,94.0,39.0,24.0,19.0,1.0,4.0
2020-11-26,81.0,37.0,13.0,23.0,1.0,6.0
2020-11-27,65.0,30.0,24.0,10.0,1.0,5.0
2020-11-28,61.0,25.0,21.0,11.0,,1.0
2020-11-29,51.0,33.0,21.0,15.0,2.0,3.0
2020-11-30,64.0,32.0,19.0,14.0,1.0,2.0
2020-12-01,67.0,41.0,14.0,20.0,1.0,3.0
2020-12-02,85.0,37.0,24.0,14.0,2.0,3.0
2020-12-03,70.0,20.0,25.0,9.0,1.0,2.0
2020-12-04,42.0,18.0,24.0,9.0,2.0,2.0
2020-12-05,40.0,36.0,17.0,22.0,3.0,4.0
2020-12-06,79.0,53.0,23.0,20.0,2.0,5.0
2020-12-07,110.0,28.0,22.0,7.0,1.0,2.0
2020-12-08,40.0,37.0,14.0,21.0,3.0,5.0
2020-12-09,75.0,74.0,4.0,32.0,2.0,9.0
2020-12-10,137.0,78.0,5.0,37.0,2.0,12.0
2020-12-11,154.0,54.0,14.0,27.0,2.0,6.0
2020-12-12,99.0,78.0,21.0,29.0,2.0,13.0
2020-12-13,157.0,29.0,23.0,4.0,1.0,2.0
2020-12-14,43.0,26.0,20.0,9.0,1.0,3.0
2020-12-15,47.0,39.0,11.0,19.0,1.0,3.0
2020-12-16,60.0,40.0,17.0,16.0,2.0,3.0
2020-12-17,73.0,62.0,4.0,30.0,2.0,8.0
2020-12-18,117.0,27.0,25.0,9.0,2.0,2.0
2020-12-19,47.0,45.0,10.0,26.0,2.0,4.0
2020-12-20,83.0,43.0,23.0,22.0,3.0,5.0
2020-12-21,86.0,47.0,13.0,30.0,2.0,6.0
2020-12-22,100.0,66.0,7.0,35.0,2.0,8.0
2020-12-23,135.0,95.0,28.0,16.0,3.0,5.0
2020-12-24,111.0,55.0,25.0,13.0,1.0,2.0
2020-12-25,70.0,74.0,10.0,31.0,3.0,7.0
2020-12-26,113.0,80.0,4.0,30.0,5.0,12.0
2020-12-27,139.0,77.0,9.0,29.0,3.0,13.0
2020-12-28,156.0,69.0,26.0,17.0,4.0,8.0
2020-12-29,136.0,51.0,24.0,4.0,,2.0
2020-12-30,39.0,32.0,24.0,6.0,,2.0
2020-12-31,30.0,33.0,20.0,13.0,1.0,2.0
2021-01-01,47.0,58.0,7.0,28.0,2.0,4.0
2021-01-02,89.0,63.0,15.0,23.0,3.0,11.0
2021-01-03,140.0,32.0,16.0,18.0,1.0,2.0
2021-01-04,58.0,40.0,27.0,15.0,1.0,4.0
2020-07-02,86.0,38.0,83.0,6.0,1.0,7.0
2020-07-03,93.0,40.0,54.0,7.0,,9.0
2020-07-04,131.0,42.0,87.0,8.0,1.0,5.0
2020-07-05,118.0,33.0,82.0,11.0,,4.0
2020-07-06,77.0,30.0,97.0,7.0,1.0,4.0
2020-07-07,65.0,28.0,91.0,8.0,1.0,3.0
2020-07-08,57.0,46.0,100.0,10.0,2.0,6.0
2020-07-09,105.0,40.0,44.0,7.0,1.0,6.0
2020-07-10,98.0,51.0,47.0,9.0,,7.0
2020-07-11,137.0,,37.0,12.0,,10.0
2020-07-12,169.0,77.0,72.0,13.0,1.0,11.0
2020-07-13,172.0,44.0,67.0,10.0,,9.0
2020-07-14,132.0,44.0,77.0,10.0,,6.0
2020-07-15,102.0,45.0,84.0,10.0,,5.0
2020-07-16,110.0,55.0,98.0,9.0,,6.0
2020-07-17,129.0,53.0,64.0,8.0,,5.0
2020-07-18,129.0,41.0,46.0,7.0,,6.0
2020-07-19,120.0,35.0,49.0,10.0,,5.0
2020-07-20,92.0,59.0,116.0,15.0,1.0,7.0
2020-07-21,116.0,55.0,87.0,10.0,,5.0
2020-07-22,100.0,52.0,107.0,13.0,2.0,7.0
2020-07-23,118.0,48.0,95.0,16.0,1.0,6.0
2020-07-24,101.0,38.0,96.0,12.0,,4.0
2020-07-25,81.0,57.0,98.0,20.0,,5.0
2020-07-26,86.0,32.0,50.0,7.0,,4.0
2020-07-27,80.0,,42.0,10.0,,8.0
2020-07-28,150.0,21.0,63.0,12.0,,10.0
2020-07-29,151.0,54.0,93.0,10.0,,8.0
2020-07-30,151.0,47.0,83.0,11.0,1.0,7.0
2020-07-31,144.0,54.0,81.0,12.0,,7.0
2020-08-01,120.0,40.0,62.0,13.0,,7.0
2020-08-02,111.0,35.0,86.0,10.0,,4.0
2020-08-03,64.0,37.0,91.0,10.0,,4.0
2020-08-04,68.0,46.0,79.0,14.0,1.0,4.0
2020-08-05,72.0,59.0,37.0,16.0,,7.0
2020-08-06,109.0,46.0,78.0,12.0,1.0,7.0
2020-08-07,106.0,34.0,73.0,9.0,1.0,6.0
2020-08-08,74.0,38.0,81.0,9.0,,5.0
2020-08-09,74.0,38.0,87.0,7.0,,4.0
2020-08-10,70.0,28.0,75.0,7.0,,3.0
2020-08-11,59.0,53.0,106.0,9.0,,5.0
2020-08-12,102.0,41.0,47.0,11.0,,6.0
2020-08-13,100.0,24.0,53.0,6.0,,6.0
2020-08-14,53.0,47.0,90.0,10.0,,6.0
2020-08-15,96.0,51.0,44.0,11.0,,6.0
2020-08-16,109.0,44.0,35.0,11.0,,6.0
2020-08-17,115.0,43.0,34.0,11.0,,7.0
2020-08-18,125.0,23.0,27.0,12.0,1.0,6.0
2020-08-19,90.0,23.0,23.0,11.0,,3.0
2020-08-20,41.0,30.0,31.0,11.0,,5.0
2020-08-21,72.0,42.0,64.0,11.0,,5.0
2020-08-22,77.0,55.0,69.0,12.0,,5.0
2020-08-23,112.0,61.0,71.0,11.0,,7.0
2020-08-24,141.0,20.0,47.0,5.0,,3.0
2020-08-25,42.0,47.0,97.0,16.0,,4.0
2020-08-26,71.0,65.0,78.0,19.0,4.0,15.0
2020-08-27,137.0,50.0,50.0,14.0,1.0,9.0
2020-08-28,112.0,37.0,73.0,9.0,,4.0
2020-08-29,62.0,66.0,73.0,16.0,,8.0
2020-08-30,142.0,53.0,72.0,10.0,,9.0
2020-08-31,135.0,31.0,21.0,11.0,,4.0
2020-09-01,57.0,28.0,37.0,11.0,,4.0
2020-09-02,52.0,30.0,31.0,9.0,,3.0
2020-09-03,54.0,19.0,25.0,8.0,,3.0
2020-09-04,32.0,38.0,42.0,15.0,,4.0
2020-09-05,58.0,52.0,75.0,15.0,1.0,4.0
2020-09-06,84.0,74.0,115.0,18.0,2.0,10.0
2020-09-07,154.0,28.0,44.0,9.0,1.0,4.0
2020-09-08,64.0,18.0,28.0,12.0,,2.0
2020-09-09,33.0,22.0,33.0,13.0,1.0,3.0
2020-09-10,37.0,20.0,20.0,10.0,,2.0
2020-09-11,30.0,14.0,17.0,8.0,,4.0
2020-09-12,27.0,21.0,33.0,8.0,,4.0
2020-09-13,46.0,38.0,48.0,13.0,,5.0
2020-09-14,78.0,49.0,41.0,10.0,,5.0
2020-09-15,130.0,22.0,31.0,11.0,,7.0
2020-09-16,101.0,18.0,21.0,6.0,,2.0
2020-09-17,29.0,20.0,27.0,11.0,,3.0
2020-09-18,30.0,25.0,29.0,16.0,1.0,4.0
2020-09-19,46.0,38.0,69.0,17.0,,4.0
2020-09-20,57.0,27.0,40.0,12.0,,3.0
2020-09-21,45.0,50.0,76.0,18.0,2.0,6.0
2020-09-22,112.0,43.0,36.0,18.0,1.0,5.0
2020-09-23,84.0,51.0,29.0,18.0,1.0,10.0
2020-09-24,114.0,26.0,47.0,13.0,,6.0
2020-09-25,97.0,44.0,60.0,19.0,,7.0
2020-09-26,122.0,60.0,81.0,21.0,,7.0
2020-09-27,151.0,55.0,72.0,22.0,,7.0
2020-09-28,155.0,70.0,73.0,22.0,1.0,8.0
2020-09-29,167.0,18.0,26.0,9.0,,4.0
2020-09-30,62.0,30.0,23.0,13.0,,3.0
2020-10-01,67.0,51.0,24.0,15.0,,5.0
2020-04-02,35.0,35.0,35.0,10.0,1.0,2.0
2020-04-03,60.0,38.0,40.0,11.0,1.0,2.0
2020-04-04,63.0,113.0,38.0,5.0,1.0,2.0
2020-04-05,83.0,67.0,43.0,14.0,2.0,4.0
2020-04-06,86.0,93.0,55.0,26.0,3.0,5.0
2020-04-07,152.0,83.0,37.0,21.0,3.0,5.0
2020-04-08,126.0,53.0,33.0,15.0,3.0,4.0
2020-04-09,76.0,46.0,38.0,8.0,1.0,4.0
2020-04-10,103.0,47.0,53.0,11.0,,3.0
2020-04-11,117.0,39.0,43.0,9.0,,3.0
2020-04-12,79.0,45.0,44.0,6.0,,1.0
2020-04-13,69.0,60.0,44.0,17.0,1.0,4.0
2020-04-14,88.0,81.0,82.0,23.0,3.0,5.0
2020-04-15,153.0,74.0,77.0,13.0,2.0,4.0
2020-04-16,151.0,66.0,43.0,5.0,,3.0
2020-04-17,83.0,40.0,58.0,6.0,,3.0
2020-04-18,80.0,43.0,56.0,10.0,,2.0
2020-04-19,100.0,49.0,74.0,8.0,,3.0
2020-04-20,122.0,30.0,38.0,2.0,,1.0
2020-04-21,39.0,33.0,35.0,2.0,,1.0
2020-04-22,40.0,22.0,36.0,2.0,,1.0
2020-04-23,36.0,20.0,36.0,3.0,,1.0
2020-04-24,35.0,98.0,41.0,6.0,,1.0
2020-04-25,65.0,53.0,39.0,3.0,,1.0
2020-04-26,55.0,32.0,40.0,11.0,,2.0
2020-04-27,94.0,60.0,58.0,14.0,2.0,10.0
2020-04-28,141.0,82.0,100.0,18.0,3.0,6.0
2020-04-29,157.0,84.0,115.0,12.0,3.0,5.0
2020-04-30,150.0,93.0,142.0,25.0,5.0,9.0
2020-05-01,185.0,95.0,146.0,25.0,3.0,11.0
2020-05-02,189.0,65.0,101.0,8.0,1.0,5.0
2020-05-03,149.0,58.0,38.0,12.0,2.0,10.0
2020-05-04,143.0,49.0,21.0,11.0,2.0,6.0
2020-05-05,109.0,48.0,33.0,12.0,,5.0
2020-05-06,150.0,53.0,92.0,15.0,1.0,6.0
2020-05-07,160.0,61.0,36.0,16.0,4.0,12.0
2020-05-08,160.0,26.0,40.0,8.0,,8.0
2020-05-09,107.0,42.0,26.0,11.0,,5.0
2020-05-10,100.0,52.0,35.0,9.0,,4.0
2020-05-11,72.0,101.0,42.0,4.0,,1.0
2020-05-12,54.0,87.0,43.0,5.0,,1.0
2020-05-13,63.0,124.0,86.0,16.0,2.0,5.0
2020-05-14,108.0,70.0,91.0,11.0,1.0,5.0
2020-05-15,95.0,49.0,45.0,10.0,,5.0
2020-05-16,115.0,55.0,29.0,13.0,,6.0
2020-05-17,124.0,65.0,31.0,17.0,,2.0
2020-05-18,66.0,42.0,36.0,5.0,,1.0
2020-05-19,41.0,46.0,65.0,11.0,,2.0
2020-05-20,68.0,42.0,109.0,10.0,1.0,4.0
2020-05-21,69.0,69.0,56.0,13.0,3.0,13.0
2020-05-22,163.0,41.0,73.0,9.0,,8.0
2020-05-23,124.0,19.0,36.0,6.0,,2.0
2020-05-24,26.0,21.0,53.0,9.0,1.0,2.0
2020-05-25,39.0,30.0,33.0,13.0,,2.0
2020-05-26,43.0,22.0,50.0,9.0,,2.0
2020-05-27,41.0,20.0,44.0,6.0,,2.0
2020-05-28,34.0,60.0,100.0,18.0,2.0,7.0
2020-05-29,112.0,67.0,117.0,14.0,5.0,11.0
2020-05-30,150.0,60.0,87.0,12.0,3.0,9.0
2020-05-31,129.0,17.0,37.0,8.0,,2.0
2020-06-01,56.0,54.0,90.0,17.0,1.0,4.0
2020-06-02,78.0,55.0,77.0,13.0,,3.0
2020-06-03,80.0,154.0,85.0,18.0,,3.0
2020-06-04,127.0,39.0,55.0,13.0,1.0,2.0
2020-06-05,42.0,36.0,81.0,7.0,2.0,4.0
2020-06-06,54.0,50.0,113.0,12.0,3.0,6.0
2020-06-07,80.0,71.0,146.0,13.0,3.0,6.0
2020-06-08,96.0,84.0,104.0,13.0,2.0,5.0
2020-06-09,134.0,72.0,55.0,10.0,3.0,7.0
2020-06-10,118.0,63.0,106.0,8.0,,8.0
2020-06-11,139.0,67.0,94.0,16.0,1.0,7.0
2020-06-12,137.0,47.0,130.0,10.0,,6.0
2020-06-13,97.0,71.0,107.0,15.0,1.0,7.0
2020-06-14,126.0,23.0,68.0,4.0,,2.0
2020-06-15,31.0,47.0,84.0,11.0,,2.0
2020-06-16,58.0,81.0,121.0,12.0,6.0,9.0
2020-06-17,110.0,57.0,75.0,6.0,1.0,3.0
2020-06-18,64.0,47.0,90.0,9.0,,4.0
2020-06-19,81.0,44.0,100.0,7.0,,3.0
2020-06-20,77.0,60.0,117.0,6.0,1.0,5.0
2020-06-21,108.0,57.0,106.0,8.0,1.0,4.0
2020-06-22,92.0,66.0,107.0,10.0,1.0,6.0
2020-06-23,129.0,54.0,103.0,9.0,1.0,7.0
2020-06-24,128.0,29.0,75.0,5.0,,4.0
2020-06-25,70.0,39.0,72.0,9.0,,6.0
2020-06-26,101.0,37.0,89.0,8.0,,5.0
2020-06-27,90.0,63.0,121.0,11.0,1.0,9.0
2020-06-28,163.0,45.0,104.0,7.0,1.0,8.0
2020-06-29,133.0,39.0,53.0,12.0,,5.0
2020-06-30,93.0,30.0,74.0,7.0,,3.0
2020-07-01,63.0,53.0,115.0,14.0,,5.0
2020-01-02,93.0,64.0,5.0,31.0,4.0,10.0
2020-01-03,132.0,51.0,9.0,32.0,3.0,11.0
2020-01-04,124.0,45.0,23.0,27.0,3.0,9.0
2020-01-05,98.0,63.0,5.0,32.0,5.0,12.0
2020-01-06,152.0,21.0,20.0,25.0,2.0,9.0
2020-01-07,149.0,19.0,23.0,11.0,2.0,3.0
2020-01-08,57.0,24.0,27.0,14.0,1.0,4.0
2020-01-09,63.0,32.0,16.0,24.0,2.0,6.0
2020-01-10,127.0,33.0,27.0,18.0,3.0,5.0
2020-01-11,83.0,20.0,22.0,12.0,1.0,2.0
2020-01-12,47.0,27.0,23.0,16.0,4.0,3.0
2020-01-13,67.0,22.0,27.0,7.0,2.0,3.0
2020-01-14,51.0,26.0,22.0,15.0,1.0,3.0
2020-01-15,62.0,54.0,11.0,28.0,4.0,8.0
2020-01-16,127.0,48.0,24.0,23.0,4.0,9.0
2020-01-17,107.0,73.0,10.0,34.0,7.0,14.0
2020-01-18,165.0,119.0,32.0,34.0,2.0,21.0
2020-01-19,251.0,58.0,28.0,10.0,1.0,4.0
2020-01-20,94.0,26.0,26.0,8.0,1.0,2.0
2020-01-21,40.0,54.0,19.0,20.0,4.0,8.0
2020-01-22,132.0,60.0,16.0,25.0,5.0,10.0
2020-01-23,158.0,51.0,31.0,18.0,3.0,9.0
2020-01-24,126.0,62.0,32.0,8.0,3.0,5.0
2020-01-25,154.0,99.0,30.0,14.0,4.0,8.0
2020-01-26,206.0,108.0,31.0,20.0,7.0,15.0
2020-01-27,231.0,,32.0,20.0,8.0,19.0
2020-01-28,235.0,,48.0,21.0,7.0,19.0
2020-01-29,245.0,38.0,33.0,16.0,5.0,11.0
2020-01-30,154.0,50.0,35.0,15.0,3.0,8.0
2020-01-31,133.0,41.0,33.0,16.0,2.0,8.0
2020-02-01,120.0,14.0,31.0,3.0,,2.0
2020-02-02,30.0,25.0,28.0,4.0,,3.0
2020-02-03,85.0,24.0,29.0,6.0,,2.0
2020-02-04,79.0,19.0,29.0,6.0,1.0,2.0
2020-02-05,38.0,33.0,20.0,10.0,1.0,5.0
2020-02-06,87.0,31.0,15.0,10.0,2.0,9.0
2020-02-07,119.0,2.0,16.0,15.0,1.0,9.0
2020-02-08,160.0,24.0,30.0,16.0,3.0,9.0
2020-02-09,127.0,,23.0,22.0,1.0,12.0
2020-02-10,193.0,,35.0,25.0,1.0,13.0
2020-02-11,195.0,,41.0,28.0,5.0,22.0
2020-02-12,244.0,,50.0,27.0,2.0,22.0
2020-02-13,253.0,,17.0,27.0,1.0,21.0
2020-02-14,261.0,,26.0,7.0,,8.0
2020-02-15,112.0,11.0,30.0,2.0,,1.0
2020-02-16,29.0,7.0,31.0,2.0,,1.0
2020-02-17,18.0,12.0,31.0,5.0,,1.0
2020-02-18,27.0,21.0,28.0,17.0,1.0,2.0
2020-02-19,55.0,32.0,28.0,20.0,4.0,9.0
2020-02-20,126.0,,28.0,12.0,4.0,11.0
2020-02-21,176.0,84.0,34.0,11.0,1.0,6.0
2020-02-22,135.0,14.0,34.0,4.0,,1.0
2020-02-23,25.0,47.0,22.0,18.0,1.0,5.0
2020-02-24,110.0,73.0,27.0,17.0,4.0,9.0
2020-02-25,150.0,60.0,30.0,11.0,5.0,7.0
2020-02-26,127.0,36.0,37.0,8.0,2.0,3.0
2020-02-27,94.0,31.0,25.0,11.0,1.0,3.0
2020-02-28,79.0,45.0,34.0,11.0,,4.0
2020-02-29,138.0,,9.0,15.0,,11.0
2020-03-01,167.0,16.0,30.0,10.0,,9.0
2020-03-02,72.0,25.0,28.0,13.0,1.0,4.0
2020-03-03,80.0,15.0,29.0,6.0,1.0,4.0
2020-03-04,99.0,15.0,31.0,4.0,1.0,1.0
2020-03-05,47.0,44.0,35.0,12.0,1.0,4.0
2020-03-06,110.0,67.0,27.0,22.0,2.0,7.0
2020-03-07,168.0,43.0,39.0,9.0,1.0,5.0
2020-03-08,135.0,,19.0,13.0,1.0,9.0
2020-03-09,171.0,28.0,28.0,12.0,1.0,7.0
2020-03-10,129.0,30.0,32.0,8.0,1.0,2.0
2020-03-11,52.0,45.0,25.0,22.0,2.0,4.0
2020-03-12,92.0,38.0,34.0,14.0,2.0,5.0
2020-03-13,74.0,22.0,32.0,6.0,,2.0
2020-03-14,42.0,35.0,35.0,5.0,1.0,1.0
2020-03-15,36.0,32.0,37.0,4.0,,1.0
2020-03-16,34.0,60.0,32.0,10.0,1.0,3.0
2020-03-17,87.0,55.0,42.0,17.0,1.0,5.0
2020-03-18,100.0,108.0,35.0,18.0,2.0,6.0
2020-03-19,119.0,47.0,37.0,3.0,,2.0
2020-03-20,39.0,60.0,34.0,17.0,2.0,3.0
2020-03-21,94.0,73.0,38.0,10.0,4.0,3.0
2020-03-22,86.0,60.0,47.0,10.0,2.0,3.0
2020-03-23,98.0,58.0,36.0,16.0,2.0,3.0
2020-03-24,102.0,57.0,40.0,18.0,7.0,8.0
2020-03-25,121.0,73.0,54.0,27.0,6.0,9.0
2020-03-26,192.0,25.0,31.0,4.0,1.0,3.0
