date,pm25,pm10,o3,no2,so2,co
2018-07-02,115.0,45.0,87.0,11.0,1.0,8.0
2018-07-03,202.0,49.0,89.0,16.0,1.0,9.0
2018-07-04,205.0,61.0,121.0,18.0,1.0,9.0
2018-07-05,92.0,82.0,120.0,18.0,2.0,11.0
2018-07-06,97.0,48.0,118.0,13.0,1.0,9.0
2018-07-07,87.0,49.0,22.0,11.0,1.0,8.0
2018-07-08,90.0,52.0,86.0,13.0,1.0,8.0
2018-07-09,83.0,62.0,35.0,14.0,1.0,9.0
2018-07-10,103.0,37.0,42.0,9.0,,6.0
2018-07-11,78.0,37.0,25.0,17.0,1.0,5.0
2018-07-12,65.0,39.0,32.0,18.0,1.0,9.0
2018-07-13,84.0,41.0,41.0,24.0,1.0,9.0
2018-07-14,94.0,48.0,85.0,12.0,1.0,8.0
2018-07-15,100.0,51.0,88.0,15.0,1.0,9.0
2018-07-16,119.0,35.0,28.0,14.0,1.0,7.0
2018-07-17,58.0,14.0,27.0,15.0,1.0,6.0
2018-07-18,46.0,226.0,54.0,15.0,1.0,13.0
2018-07-19,143.0,52.0,66.0,19.0,1.0,9.0
2018-07-20,116.0,54.0,90.0,13.0,1.0,9.0
2018-07-21,136.0,61.0,109.0,12.0,1.0,8.0
2018-07-22,124.0,51.0,56.0,16.0,1.0,9.0
2018-07-23,92.0,54.0,84.0,14.0,1.0,9.0
2018-07-24,109.0,29.0,36.0,11.0,1.0,6.0
2018-07-25,46.0,16.0,49.0,9.0,1.0,4.0
2018-07-26,28.0,26.0,79.0,14.0,,5.0
2018-07-27,38.0,50.0,80.0,12.0,1.0,11.0
2018-07-28,97.0,57.0,98.0,12.0,1.0,11.0
2018-07-29,119.0,72.0,103.0,14.0,1.0,14.0
2018-07-30,154.0,66.0,109.0,15.0,1.0,11.0
2018-07-31,142.0,71.0,130.0,18.0,9.0,13.0
2018-08-01,135.0,66.0,128.0,17.0,1.0,11.0
2018-08-02,134.0,78.0,119.0,8.0,8.0,16.0
2018-08-03,160.0,65.0,103.0,12.0,1.0,10.0
2018-08-04,126.0,77.0,128.0,13.0,12.0,12.0
2018-08-05,144.0,46.0,64.0,6.0,1.0,7.0
2018-08-06,84.0,46.0,23.0,11.0,8.0,14.0
2018-08-07,91.0,55.0,78.0,9.0,2.0,10.0
2018-08-08,123.0,18.0,35.0,10.0,8.0,10.0
2018-08-09,61.0,35.0,88.0,15.0,,10.0
2018-08-10,72.0,49.0,117.0,15.0,9.0,10.0
2018-08-11,88.0,51.0,78.0,8.0,1.0,11.0
2018-08-12,108.0,49.0,61.0,8.0,8.0,12.0
2018-08-13,132.0,49.0,71.0,8.0,1.0,9.0
2018-08-14,105.0,22.0,28.0,9.0,8.0,9.0
2018-08-15,81.0,29.0,43.0,13.0,1.0,6.0
2018-08-16,45.0,29.0,70.0,11.0,8.0,5.0
2018-08-17,43.0,61.0,124.0,20.0,1.0,6.0
2018-08-18,95.0,30.0,48.0,11.0,8.0,7.0
2018-08-19,47.0,35.0,29.0,17.0,1.0,7.0
2018-08-20,57.0,39.0,74.0,11.0,8.0,9.0
2018-08-21,72.0,30.0,49.0,13.0,1.0,4.0
2018-08-22,41.0,53.0,31.0,25.0,11.0,8.0
2018-08-23,62.0,39.0,60.0,19.0,1.0,5.0
2018-08-24,57.0,31.0,46.0,15.0,8.0,6.0
2018-08-25,39.0,54.0,96.0,19.0,2.0,6.0
2018-08-26,75.0,69.0,99.0,13.0,8.0,10.0
2018-08-27,130.0,68.0,105.0,13.0,4.0,10.0
2018-08-28,133.0,60.0,81.0,17.0,7.0,11.0
2018-08-29,126.0,23.0,47.0,11.0,1.0,3.0
2018-08-30,25.0,44.0,39.0,14.0,8.0,8.0
2018-08-31,55.0,30.0,78.0,14.0,1.0,5.0
2018-09-01,48.0,46.0,70.0,13.0,7.0,11.0
2018-09-02,113.0,45.0,63.0,7.0,1.0,7.0
2018-09-03,103.0,19.0,33.0,9.0,7.0,7.0
2018-09-04,82.0,17.0,38.0,12.0,1.0,2.0
2018-09-05,29.0,31.0,51.0,14.0,2.0,3.0
2018-09-06,44.0,34.0,28.0,8.0,1.0,3.0
2018-09-07,35.0,15.0,29.0,7.0,1.0,1.0
2018-09-08,21.0,21.0,37.0,10.0,1.0,2.0
2018-09-09,29.0,53.0,62.0,18.0,3.0,5.0
2018-09-10,72.0,63.0,69.0,24.0,4.0,9.0
2018-09-11,115.0,61.0,68.0,16.0,4.0,7.0
2018-09-12,105.0,61.0,87.0,16.0,3.0,7.0
2018-09-13,110.0,74.0,82.0,27.0,3.0,9.0
2018-09-14,157.0,85.0,79.0,30.0,3.0,10.0
2018-09-15,169.0,22.0,25.0,8.0,1.0,3.0
2018-09-16,42.0,22.0,36.0,11.0,1.0,1.0
2018-09-17,25.0,37.0,30.0,18.0,1.0,2.0
2018-09-18,46.0,48.0,26.0,20.0,1.0,4.0
2018-09-19,63.0,55.0,14.0,27.0,1.0,7.0
2018-09-20,81.0,62.0,53.0,22.0,2.0,7.0
2018-09-21,115.0,43.0,24.0,12.0,1.0,3.0
2018-09-22,48.0,23.0,26.0,5.0,1.0,2.0
2018-09-23,17.0,24.0,23.0,10.0,1.0,2.0
2018-09-24,25.0,22.0,29.0,11.0,1.0,2.0
2018-09-25,29.0,46.0,36.0,14.0,2.0,5.0
2018-09-26,68.0,52.0,36.0,18.0,2.0,5.0
2018-09-27,92.0,71.0,31.0,29.0,3.0,9.0
2018-09-28,144.0,57.0,34.0,19.0,,7.0
2018-09-29,131.0,15.0,26.0,13.0,7.0,5.0
2018-09-30,27.0,16.0,27.0,9.0,1.0,2.0
2018-10-01,20.0,17.0,33.0,6.0,7.0,4.0
2018-04-02,223.0,159.0,65.0,35.0,5.0,16.0
2018-04-03,252.0,92.0,34.0,8.0,1.0,2.0
2018-04-04,54.0,25.0,25.0,16.0,1.0,3.0
2018-04-05,73.0,153.0,31.0,12.0,1.0,4.0
2018-04-06,127.0,79.0,35.0,2.0,2.0,1.0
2018-04-07,60.0,40.0,37.0,10.0,2.0,2.0
2018-04-08,54.0,67.0,34.0,25.0,3.0,4.0
2018-04-09,108.0,85.0,45.0,29.0,13.0,13.0
2018-04-10,158.0,81.0,34.0,20.0,7.0,9.0
2018-04-11,109.0,43.0,42.0,16.0,3.0,2.0
2018-04-12,119.0,77.0,40.0,20.0,4.0,5.0
2018-04-13,125.0,63.0,22.0,28.0,6.0,12.0
2018-04-14,124.0,142.0,38.0,6.0,2.0,2.0
2018-04-15,132.0,66.0,46.0,13.0,3.0,2.0
2018-04-16,108.0,108.0,62.0,24.0,6.0,5.0
2018-04-17,168.0,137.0,63.0,19.0,5.0,6.0
2018-04-18,171.0,131.0,74.0,19.0,4.0,7.0
2018-04-19,169.0,123.0,95.0,32.0,4.0,9.0
2018-04-20,177.0,102.0,110.0,20.0,7.0,12.0
2018-04-21,183.0,58.0,21.0,17.0,2.0,8.0
2018-04-22,123.0,27.0,27.0,8.0,,2.0
2018-04-23,46.0,26.0,38.0,13.0,,3.0
2018-04-24,59.0,39.0,42.0,23.0,,3.0
2018-04-25,71.0,59.0,57.0,24.0,1.0,3.0
2018-04-26,97.0,87.0,67.0,29.0,4.0,7.0
2018-04-27,168.0,117.0,55.0,23.0,2.0,6.0
2018-04-28,127.0,115.0,103.0,30.0,3.0,7.0
2018-04-29,161.0,115.0,70.0,35.0,4.0,9.0
2018-04-30,202.0,54.0,42.0,11.0,2.0,5.0
2018-05-01,89.0,145.0,30.0,16.0,1.0,4.0
2018-05-02,122.0,45.0,37.0,13.0,,2.0
2018-05-03,68.0,43.0,40.0,13.0,1.0,1.0
2018-05-04,72.0,85.0,79.0,27.0,4.0,5.0
2018-05-05,148.0,182.0,30.0,26.0,3.0,4.0
2018-05-06,166.0,128.0,59.0,24.0,1.0,4.0
2018-05-07,140.0,98.0,66.0,21.0,4.0,6.0
2018-05-08,161.0,62.0,60.0,20.0,2.0,4.0
2018-05-09,110.0,67.0,85.0,24.0,3.0,5.0
2018-05-10,140.0,90.0,95.0,31.0,6.0,10.0
2018-05-11,170.0,74.0,39.0,23.0,2.0,7.0
2018-05-12,156.0,65.0,68.0,22.0,1.0,14.0
2018-05-13,188.0,66.0,85.0,22.0,1.0,5.0
2018-05-14,124.0,92.0,116.0,21.0,4.0,11.0
2018-05-15,185.0,78.0,54.0,20.0,2.0,10.0
2018-05-16,155.0,78.0,77.0,17.0,2.0,17.0
2018-05-17,178.0,47.0,29.0,16.0,2.0,9.0
2018-05-18,111.0,45.0,64.0,16.0,2.0,4.0
2018-05-19,73.0,59.0,75.0,21.0,3.0,6.0
2018-05-20,106.0,43.0,43.0,15.0,3.0,8.0
2018-05-21,112.0,49.0,25.0,21.0,1.0,9.0
2018-05-22,146.0,125.0,37.0,12.0,,4.0
2018-05-23,130.0,159.0,66.0,22.0,2.0,3.0
2018-05-24,163.0,95.0,105.0,27.0,4.0,6.0
2018-05-25,159.0,78.0,109.0,17.0,5.0,6.0
2018-05-26,156.0,94.0,65.0,14.0,2.0,7.0
2018-05-27,187.0,76.0,54.0,16.0,1.0,2.0
2018-05-28,158.0,171.0,34.0,11.0,1.0,1.0
2018-05-29,121.0,39.0,43.0,19.0,1.0,2.0
2018-05-30,68.0,37.0,70.0,21.0,1.0,3.0
2018-05-31,106.0,50.0,106.0,22.0,4.0,7.0
2018-06-01,115.0,52.0,83.0,24.0,1.0,4.0
2018-06-02,120.0,71.0,124.0,26.0,4.0,7.0
2018-06-03,149.0,74.0,56.0,17.0,3.0,6.0
2018-06-04,152.0,65.0,70.0,25.0,1.0,5.0
2018-06-05,114.0,77.0,105.0,22.0,4.0,5.0
2018-06-06,117.0,87.0,118.0,18.0,5.0,7.0
2018-06-07,149.0,45.0,66.0,12.0,2.0,5.0
2018-06-08,100.0,30.0,62.0,18.0,1.0,4.0
2018-06-09,66.0,39.0,42.0,15.0,1.0,5.0
2018-06-10,65.0,40.0,75.0,11.0,1.0,7.0
2018-06-11,113.0,54.0,77.0,14.0,1.0,8.0
2018-06-12,146.0,73.0,103.0,26.0,1.0,10.0
2018-06-13,161.0,39.0,41.0,17.0,2.0,9.0
2018-06-14,112.0,35.0,93.0,22.0,1.0,7.0
2018-06-15,92.0,55.0,103.0,17.0,2.0,14.0
2018-06-16,157.0,70.0,111.0,15.0,1.0,9.0
2018-06-17,153.0,58.0,81.0,16.0,1.0,10.0
2018-06-18,118.0,62.0,111.0,20.0,1.0,10.0
2018-06-19,150.0,61.0,92.0,15.0,2.0,11.0
2018-06-20,129.0,43.0,71.0,20.0,1.0,7.0
2018-06-21,108.0,52.0,119.0,23.0,5.0,8.0
2018-06-22,91.0,67.0,78.0,33.0,5.0,12.0
2018-06-23,131.0,67.0,150.0,15.0,3.0,9.0
2018-06-24,129.0,70.0,137.0,10.0,3.0,8.0
2018-06-25,116.0,81.0,95.0,20.0,4.0,10.0
2018-06-26,144.0,68.0,118.0,16.0,2.0,17.0
2018-06-27,171.0,47.0,43.0,19.0,1.0,6.0
2018-06-28,73.0,23.0,54.0,10.0,1.0,2.0
2018-06-29,23.0,52.0,81.0,23.0,1.0,5.0
2018-06-30,60.0,60.0,128.0,17.0,2.0,9.0
2018-07-01,91.0,49.0,83.0,16.0,1.0,11.0
2018-01-02,101.0,43.0,20.0,18.0,3.0,7.0
2018-01-03,86.0,26.0,20.0,10.0,2.0,3.0
2018-01-04,43.0,23.0,15.0,17.0,1.0,4.0
2018-01-05,48.0,50.0,16.0,28.0,3.0,8.0
2018-01-06,89.0,23.0,21.0,19.0,1.0,3.0
2018-01-07,42.0,54.0,21.0,26.0,6.0,8.0
2018-01-08,108.0,50.0,24.0,6.0,2.0,2.0
2018-01-09,51.0,30.0,25.0,6.0,1.0,2.0
2018-01-10,31.0,25.0,24.0,5.0,1.0,2.0
2018-01-11,27.0,22.0,22.0,11.0,2.0,3.0
2018-01-12,36.0,57.0,6.0,40.0,5.0,11.0
2018-01-13,116.0,79.0,5.0,43.0,7.0,16.0
2018-01-14,163.0,88.0,20.0,36.0,6.0,15.0
2018-01-15,183.0,45.0,17.0,25.0,4.0,8.0
2018-01-16,86.0,111.0,24.0,21.0,2.0,5.0
2018-01-17,114.0,71.0,24.0,26.0,6.0,9.0
2018-01-18,107.0,70.0,5.0,42.0,6.0,10.0
2018-01-19,113.0,95.0,11.0,47.0,11.0,17.0
2018-01-20,156.0,59.0,13.0,30.0,5.0,8.0
2018-01-21,97.0,59.0,12.0,21.0,12.0,12.0
2018-01-22,103.0,44.0,26.0,13.0,3.0,5.0
2018-01-23,66.0,27.0,24.0,7.0,1.0,3.0
2018-01-24,37.0,27.0,25.0,15.0,3.0,3.0
2018-01-25,48.0,20.0,29.0,15.0,3.0,4.0
2018-01-26,32.0,35.0,12.0,25.0,3.0,2.0
2018-01-27,78.0,74.0,2.0,38.0,6.0,11.0
2018-01-28,168.0,50.0,28.0,7.0,2.0,1.0
2018-01-29,38.0,47.0,26.0,12.0,2.0,2.0
2018-01-30,36.0,31.0,28.0,14.0,2.0,2.0
2018-01-31,41.0,60.0,26.0,14.0,4.0,3.0
2018-02-01,62.0,67.0,28.0,21.0,6.0,6.0
2018-02-02,90.0,30.0,27.0,5.0,2.0,2.0
2018-02-03,37.0,20.0,25.0,8.0,2.0,2.0
2018-02-04,33.0,33.0,24.0,18.0,3.0,3.0
2018-02-05,58.0,23.0,27.0,6.0,1.0,1.0
2018-02-06,29.0,46.0,16.0,25.0,6.0,6.0
2018-02-07,98.0,44.0,31.0,15.0,5.0,6.0
2018-02-08,81.0,59.0,19.0,28.0,6.0,9.0
2018-02-09,126.0,86.0,29.0,19.0,5.0,6.0
2018-02-10,107.0,39.0,30.0,6.0,1.0,3.0
2018-02-11,44.0,72.0,28.0,3.0,1.0,2.0
2018-02-12,46.0,49.0,29.0,5.0,1.0,2.0
2018-02-13,43.0,72.0,20.0,37.0,8.0,12.0
2018-02-14,130.0,38.0,31.0,13.0,4.0,4.0
2018-02-15,55.0,48.0,34.0,11.0,6.0,4.0
2018-02-16,95.0,104.0,35.0,15.0,12.0,6.0
2018-02-17,166.0,70.0,21.0,17.0,7.0,12.0
2018-02-18,160.0,86.0,33.0,25.0,8.0,16.0
2018-02-19,181.0,105.0,28.0,21.0,16.0,20.0
2018-02-20,196.0,42.0,36.0,12.0,4.0,5.0
2018-02-21,102.0,49.0,35.0,16.0,8.0,6.0
2018-02-22,115.0,40.0,34.0,14.0,5.0,4.0
2018-02-23,55.0,50.0,34.0,20.0,4.0,6.0
2018-02-24,76.0,62.0,27.0,10.0,6.0,6.0
2018-02-25,85.0,59.0,28.0,21.0,7.0,7.0
2018-02-26,125.0,95.0,33.0,37.0,12.0,14.0
2018-02-27,184.0,127.0,32.0,28.0,6.0,18.0
2018-02-28,227.0,89.0,32.0,19.0,5.0,9.0
2018-03-01,160.0,42.0,32.0,7.0,1.0,2.0
2018-03-02,52.0,78.0,26.0,27.0,9.0,9.0
2018-03-03,158.0,138.0,17.0,46.0,12.0,19.0
2018-03-04,223.0,150.0,18.0,21.0,4.0,8.0
2018-03-05,136.0,93.0,27.0,20.0,4.0,7.0
2018-03-06,130.0,55.0,28.0,18.0,4.0,7.0
2018-03-07,117.0,56.0,19.0,24.0,5.0,6.0
2018-03-08,119.0,48.0,29.0,19.0,5.0,7.0
2018-03-09,107.0,81.0,36.0,31.0,8.0,10.0
2018-03-10,171.0,92.0,42.0,30.0,8.0,13.0
2018-03-11,176.0,70.0,28.0,19.0,10.0,12.0
2018-03-12,146.0,115.0,39.0,31.0,5.0,12.0
2018-03-13,198.0,,68.0,53.0,6.0,14.0
2018-03-14,274.0,206.0,29.0,42.0,9.0,16.0
2018-03-15,255.0,32.0,40.0,7.0,3.0,3.0
2018-03-16,63.0,57.0,42.0,10.0,2.0,5.0
2018-03-17,88.0,55.0,12.0,30.0,4.0,7.0
2018-03-18,139.0,84.0,35.0,27.0,1.0,8.0
2018-03-19,172.0,42.0,39.0,23.0,2.0,6.0
2018-03-20,137.0,38.0,34.0,16.0,2.0,4.0
2018-03-21,76.0,61.0,29.0,25.0,5.0,6.0
2018-03-22,140.0,76.0,37.0,31.0,3.0,9.0
2018-03-23,163.0,87.0,20.0,44.0,7.0,14.0
2018-03-24,180.0,68.0,46.0,36.0,6.0,13.0
2018-03-25,179.0,67.0,57.0,28.0,4.0,5.0
2018-03-26,132.0,95.0,62.0,35.0,7.0,9.0
2018-03-27,181.0,132.0,50.0,54.0,7.0,13.0
2018-03-28,229.0,632.0,28.0,27.0,2.0,8.0
2018-03-29,194.0,111.0,30.0,21.0,9.0,8.0
2018-03-30,107.0,64.0,47.0,28.0,3.0,5.0
2018-03-31,113.0,98.0,55.0,42.0,8.0,9.0
2018-04-01,176.0,137.0,101.0,43.0,9.0,15.0
2017-10-02,109.0,38.0,11.0,18.0,2.0,4.0
2017-10-03,49.0,34.0,22.0,18.0,1.0,3.0
2017-10-04,50.0,50.0,29.0,20.0,2.0,4.0
2017-10-05,76.0,55.0,36.0,16.0,3.0,5.0
2017-10-06,115.0,60.0,38.0,22.0,2.0,6.0
2017-10-07,135.0,83.0,2.0,38.0,2.0,10.0
2017-10-08,174.0,102.0,,36.0,1.0,12.0
2017-10-09,183.0,10.0,13.0,16.0,,6.0
2017-10-10,84.0,9.0,16.0,8.0,,2.0
2017-10-11,18.0,18.0,17.0,15.0,,4.0
2017-10-12,41.0,32.0,15.0,22.0,1.0,4.0
2017-10-13,72.0,57.0,18.0,32.0,2.0,9.0
2017-10-14,112.0,33.0,9.0,25.0,2.0,5.0
2017-10-15,46.0,48.0,16.0,23.0,2.0,10.0
2017-10-16,117.0,50.0,24.0,22.0,2.0,8.0
2017-10-17,102.0,64.0,18.0,29.0,2.0,10.0
2017-10-18,147.0,16.0,10.0,26.0,1.0,10.0
2017-10-19,151.0,57.0,25.0,24.0,2.0,12.0
2017-10-20,140.0,85.0,18.0,28.0,2.0,14.0
2017-10-21,170.0,60.0,28.0,20.0,3.0,12.0
2017-10-22,139.0,50.0,11.0,24.0,3.0,9.0
2017-10-23,98.0,39.0,20.0,22.0,1.0,6.0
2017-10-24,84.0,61.0,28.0,25.0,1.0,9.0
2017-10-25,140.0,76.0,11.0,31.0,1.0,12.0
2017-10-26,172.0,111.0,2.0,41.0,1.0,15.0
2017-10-27,196.0,,20.0,35.0,1.0,14.0
2017-10-28,218.0,27.0,23.0,14.0,1.0,5.0
2017-10-29,79.0,18.0,23.0,13.0,1.0,2.0
2017-10-30,23.0,32.0,17.0,22.0,1.0,3.0
2017-10-31,49.0,78.0,2.0,36.0,2.0,9.0
2017-11-01,135.0,73.0,9.0,40.0,2.0,9.0
2017-11-02,142.0,64.0,19.0,31.0,4.0,9.0
2017-11-03,121.0,25.0,22.0,15.0,1.0,1.0
2017-11-04,31.0,49.0,19.0,30.0,2.0,7.0
2017-11-05,98.0,82.0,13.0,37.0,3.0,11.0
2017-11-06,169.0,100.0,18.0,38.0,2.0,14.0
2017-11-07,196.0,68.0,26.0,26.0,1.0,9.0
2017-11-08,132.0,34.0,10.0,25.0,5.0,7.0
2017-11-09,64.0,70.0,4.0,34.0,3.0,12.0
2017-11-10,134.0,37.0,23.0,8.0,1.0,3.0
2017-11-11,33.0,27.0,14.0,18.0,2.0,2.0
2017-11-12,51.0,68.0,4.0,32.0,2.0,9.0
2017-11-13,143.0,58.0,24.0,16.0,1.0,5.0
2017-11-14,75.0,22.0,25.0,13.0,1.0,3.0
2017-11-15,41.0,37.0,21.0,23.0,1.0,4.0
2017-11-16,62.0,69.0,6.0,38.0,6.0,11.0
2017-11-17,148.0,50.0,25.0,17.0,3.0,6.0
2017-11-18,73.0,41.0,24.0,15.0,3.0,5.0
2017-11-19,84.0,85.0,5.0,37.0,5.0,11.0
2017-11-20,172.0,92.0,10.0,43.0,6.0,16.0
2017-11-21,179.0,113.0,25.0,51.0,7.0,18.0
2017-11-22,188.0,35.0,25.0,10.0,1.0,2.0
2017-11-23,35.0,27.0,16.0,9.0,1.0,2.0
2017-11-24,31.0,34.0,18.0,15.0,3.0,5.0
2017-11-25,61.0,66.0,3.0,36.0,4.0,9.0
2017-11-26,129.0,26.0,24.0,11.0,1.0,2.0
2017-11-27,40.0,68.0,4.0,33.0,5.0,11.0
2017-11-28,152.0,66.0,22.0,20.0,3.0,9.0
2017-11-29,96.0,32.0,13.0,18.0,1.0,3.0
2017-11-30,46.0,40.0,21.0,21.0,3.0,5.0
2017-12-01,77.0,81.0,8.0,37.0,7.0,11.0
2017-12-02,158.0,130.0,2.0,59.0,10.0,22.0
2017-12-03,219.0,56.0,24.0,22.0,2.0,9.0
2017-12-04,93.0,23.0,22.0,8.0,1.0,2.0
2017-12-05,26.0,38.0,15.0,21.0,2.0,4.0
2017-12-06,62.0,49.0,22.0,23.0,4.0,6.0
2017-12-07,83.0,26.0,20.0,10.0,1.0,2.0
2017-12-08,35.0,43.0,9.0,23.0,2.0,6.0
2017-12-09,74.0,50.0,16.0,31.0,3.0,8.0
2017-12-10,93.0,41.0,26.0,8.0,1.0,1.0
2017-12-11,35.0,20.0,24.0,9.0,1.0,2.0
2017-12-12,31.0,26.0,13.0,15.0,2.0,4.0
2017-12-13,48.0,47.0,6.0,26.0,3.0,7.0
2017-12-14,95.0,67.0,4.0,34.0,11.0,18.0
2017-12-15,157.0,45.0,23.0,19.0,3.0,8.0
2017-12-16,84.0,46.0,22.0,5.0,1.0,1.0
2017-12-17,38.0,50.0,18.0,24.0,2.0,6.0
2017-12-18,84.0,45.0,25.0,9.0,2.0,1.0
2017-12-19,46.0,54.0,13.0,24.0,4.0,5.0
2017-12-20,90.0,38.0,24.0,21.0,2.0,5.0
2017-12-21,60.0,63.0,7.0,39.0,6.0,11.0
2017-12-22,116.0,60.0,21.0,33.0,5.0,12.0
2017-12-23,104.0,51.0,4.0,34.0,7.0,10.0
2017-12-24,103.0,47.0,27.0,9.0,2.0,3.0
2017-12-25,54.0,42.0,15.0,21.0,4.0,5.0
2017-12-26,90.0,38.0,16.0,22.0,3.0,4.0
2017-12-27,68.0,67.0,5.0,32.0,6.0,11.0
2017-12-28,156.0,86.0,23.0,34.0,6.0,16.0
2017-12-29,180.0,119.0,19.0,45.0,3.0,28.0
2017-12-30,232.0,84.0,17.0,31.0,2.0,18.0
2017-12-31,169.0,52.0,12.0,23.0,2.0,6.0
2018-01-01,89.0,50.0,13.0,21.0,6.0,10.0
2017-07-02,160.0,78.0,125.0,15.0,5.0,8.0
2017-07-03,139.0,54.0,100.0,13.0,2.0,6.0
2017-07-04,125.0,54.0,71.0,21.0,2.0,6.0
2017-07-05,119.0,69.0,100.0,20.0,1.0,9.0
2017-07-06,151.0,74.0,38.0,17.0,2.0,13.0
2017-07-07,135.0,41.0,86.0,10.0,1.0,6.0
2017-07-08,98.0,46.0,118.0,16.0,1.0,5.0
2017-07-09,91.0,71.0,132.0,14.0,1.0,9.0
2017-07-10,156.0,43.0,101.0,17.0,1.0,3.0
2017-07-11,81.0,69.0,175.0,27.0,2.0,7.0
2017-07-12,121.0,83.0,121.0,19.0,2.0,7.0
2017-07-13,153.0,60.0,100.0,11.0,2.0,6.0
2017-07-14,124.0,52.0,92.0,19.0,2.0,5.0
2017-07-15,101.0,45.0,73.0,13.0,1.0,7.0
2017-07-16,104.0,66.0,109.0,22.0,1.0,11.0
2017-07-17,160.0,53.0,80.0,14.0,2.0,9.0
2017-07-18,136.0,55.0,57.0,14.0,1.0,7.0
2017-07-19,149.0,56.0,74.0,12.0,1.0,6.0
2017-07-20,187.0,80.0,84.0,20.0,3.0,6.0
2017-07-21,214.0,21.0,40.0,12.0,1.0,6.0
2017-07-22,72.0,32.0,32.0,16.0,1.0,6.0
2017-07-23,62.0,53.0,44.0,24.0,,7.0
2017-07-24,98.0,46.0,18.0,22.0,1.0,6.0
2017-07-25,88.0,43.0,61.0,17.0,1.0,7.0
2017-07-26,80.0,34.0,31.0,16.0,1.0,6.0
2017-07-27,54.0,54.0,51.0,25.0,1.0,9.0
2017-07-28,95.0,52.0,48.0,25.0,1.0,7.0
2017-07-29,83.0,52.0,57.0,22.0,1.0,7.0
2017-07-30,81.0,54.0,87.0,17.0,2.0,6.0
2017-07-31,85.0,76.0,123.0,19.0,1.0,9.0
2017-08-01,151.0,57.0,52.0,14.0,1.0,9.0
2017-08-02,115.0,46.0,26.0,12.0,2.0,10.0
2017-08-03,79.0,53.0,65.0,9.0,1.0,6.0
2017-08-04,55.0,40.0,79.0,17.0,1.0,6.0
2017-08-05,73.0,54.0,88.0,19.0,1.0,6.0
2017-08-06,75.0,34.0,53.0,18.0,1.0,5.0
2017-08-07,51.0,36.0,61.0,15.0,1.0,3.0
2017-08-08,32.0,64.0,113.0,22.0,1.0,6.0
2017-08-09,84.0,37.0,62.0,13.0,1.0,5.0
2017-08-10,70.0,64.0,87.0,17.0,1.0,7.0
2017-08-11,143.0,71.0,58.0,19.0,1.0,10.0
2017-08-12,149.0,36.0,30.0,18.0,1.0,7.0
2017-08-13,92.0,40.0,36.0,19.0,,8.0
2017-08-14,104.0,34.0,63.0,14.0,1.0,7.0
2017-08-15,77.0,53.0,69.0,14.0,1.0,8.0
2017-08-16,118.0,49.0,61.0,18.0,1.0,7.0
2017-08-17,119.0,35.0,64.0,14.0,1.0,6.0
2017-08-18,68.0,66.0,46.0,31.0,1.0,12.0
2017-08-19,137.0,46.0,49.0,16.0,1.0,10.0
2017-08-20,118.0,56.0,63.0,20.0,1.0,12.0
2017-08-21,149.0,70.0,93.0,21.0,1.0,10.0
2017-08-22,151.0,70.0,45.0,17.0,1.0,9.0
2017-08-23,143.0,24.0,47.0,14.0,1.0,7.0
2017-08-24,62.0,32.0,34.0,22.0,1.0,5.0
2017-08-25,47.0,31.0,32.0,22.0,1.0,3.0
2017-08-26,30.0,42.0,32.0,23.0,1.0,4.0
2017-08-27,47.0,22.0,30.0,13.0,1.0,4.0
2017-08-28,50.0,27.0,26.0,13.0,1.0,4.0
2017-08-29,51.0,41.0,33.0,20.0,1.0,4.0
2017-08-30,53.0,64.0,59.0,22.0,1.0,7.0
2017-08-31,121.0,64.0,48.0,15.0,1.0,8.0
2017-09-01,144.0,104.0,54.0,18.0,2.0,14.0
2017-09-02,192.0,67.0,56.0,17.0,1.0,9.0
2017-09-03,158.0,57.0,70.0,15.0,2.0,7.0
2017-09-04,121.0,75.0,71.0,17.0,2.0,8.0
2017-09-05,153.0,47.0,34.0,17.0,1.0,6.0
2017-09-06,90.0,56.0,,36.0,1.0,5.0
2017-09-07,57.0,,,,,
2017-09-12,31.0,59.0,49.0,25.0,,5.0
2017-09-13,66.0,93.0,85.0,35.0,3.0,10.0
2017-09-14,141.0,86.0,76.0,22.0,2.0,9.0
2017-09-15,144.0,76.0,47.0,32.0,2.0,8.0
2017-09-16,129.0,102.0,70.0,39.0,2.0,11.0
2017-09-17,168.0,32.0,38.0,18.0,1.0,3.0
2017-09-18,42.0,61.0,67.0,30.0,1.0,5.0
2017-09-19,67.0,42.0,35.0,24.0,1.0,3.0
2017-09-20,44.0,47.0,35.0,26.0,1.0,3.0
2017-09-21,44.0,99.0,64.0,45.0,5.0,11.0
2017-09-22,136.0,64.0,34.0,21.0,1.0,5.0
2017-09-23,65.0,133.0,60.0,39.0,4.0,9.0
2017-09-24,130.0,108.0,74.0,35.0,2.0,11.0
2017-09-25,145.0,90.0,67.0,25.0,5.0,14.0
2017-09-26,137.0,50.0,22.0,24.0,1.0,8.0
2017-09-27,94.0,52.0,12.0,27.0,3.0,10.0
2017-09-28,76.0,27.0,28.0,14.0,1.0,2.0
2017-09-29,32.0,76.0,24.0,40.0,4.0,7.0
2017-09-30,114.0,95.0,53.0,38.0,2.0,10.0
2017-10-01,167.0,59.0,34.0,28.0,1.0,7.0
